"","lag_ar","lag_ma","lag_arch","lag_garch","AIC","BIC","type_model","type_dist","model_name"
"1552",4,2,1,2,-9.44753424485539,-9.39622084586628,"sGARCH","snorm","ARMA(4,2)+sGARCH(1,2) snorm"
"1553",4,2,1,3,-9.44636454818202,-9.39077503261048,"sGARCH","snorm","ARMA(4,2)+sGARCH(1,3) snorm"
"1554",4,2,1,4,-9.45106614833598,-9.39120051618202,"sGARCH","snorm","ARMA(4,2)+sGARCH(1,4) snorm"
"1555",4,2,1,5,-9.45059798838427,-9.38645623964788,"sGARCH","snorm","ARMA(4,2)+sGARCH(1,5) snorm"
"1556",4,2,2,1,-9.42852503020412,-9.37721163121501,"sGARCH","snorm","ARMA(4,2)+sGARCH(2,1) snorm"
"1557",4,2,2,2,-9.4459047868404,-9.39031527126886,"sGARCH","snorm","ARMA(4,2)+sGARCH(2,2) snorm"
"1558",4,2,2,3,-9.44468450312572,-9.38481887097175,"sGARCH","snorm","ARMA(4,2)+sGARCH(2,3) snorm"
"1559",4,2,2,4,-9.4493797172835,-9.3852379685471,"sGARCH","snorm","ARMA(4,2)+sGARCH(2,4) snorm"
"1560",4,2,2,5,-9.44891850283514,-9.38050063751632,"sGARCH","snorm","ARMA(4,2)+sGARCH(2,5) snorm"
"1561",4,2,3,1,-9.42721003914763,-9.37162052357608,"sGARCH","snorm","ARMA(4,2)+sGARCH(3,1) snorm"
"1562",4,2,3,2,-9.44422589205178,-9.38436025989781,"sGARCH","snorm","ARMA(4,2)+sGARCH(3,2) snorm"
"1563",4,2,3,3,-9.44303707023463,-9.37889532149824,"sGARCH","snorm","ARMA(4,2)+sGARCH(3,3) snorm"
"1564",4,2,3,4,-9.44768756558122,-9.3792697002624,"sGARCH","snorm","ARMA(4,2)+sGARCH(3,4) snorm"
"1565",4,2,3,5,-9.45073512399561,-9.37804114209436,"sGARCH","snorm","ARMA(4,2)+sGARCH(3,5) snorm"
"1566",4,2,4,1,-9.42552829068707,-9.3656626585331,"sGARCH","snorm","ARMA(4,2)+sGARCH(4,1) snorm"
"1567",4,2,4,2,-9.44253555471151,-9.37839380597512,"sGARCH","snorm","ARMA(4,2)+sGARCH(4,2) snorm"
"1568",4,2,4,3,-9.44131413796571,-9.37289627264689,"sGARCH","snorm","ARMA(4,2)+sGARCH(4,3) snorm"
"1569",4,2,4,4,-9.44600260638838,-9.37330862448714,"sGARCH","snorm","ARMA(4,2)+sGARCH(4,4) snorm"
"1570",4,2,4,5,-9.4490405905233,-9.37207049203962,"sGARCH","snorm","ARMA(4,2)+sGARCH(4,5) snorm"
"1571",4,2,5,1,-9.43085838107868,-9.36671663234228,"sGARCH","snorm","ARMA(4,2)+sGARCH(5,1) snorm"
"1572",4,2,5,2,-9.44206473742698,-9.37364687210816,"sGARCH","snorm","ARMA(4,2)+sGARCH(5,2) snorm"
"1573",4,2,5,3,-9.44081797889118,-9.36812399698993,"sGARCH","snorm","ARMA(4,2)+sGARCH(5,3) snorm"
"1574",4,2,5,4,-9.44308300484393,-9.36611290636025,"sGARCH","snorm","ARMA(4,2)+sGARCH(5,4) snorm"
"1575",4,2,5,5,-9.44868499376068,-9.36743877869457,"sGARCH","snorm","ARMA(4,2)+sGARCH(5,5) snorm"
"1576",4,3,1,1,-9.42910292525082,-9.3777895262617,"sGARCH","snorm","ARMA(4,3)+sGARCH(1,1) snorm"
"1577",4,3,1,2,NA,NA,"sGARCH","snorm","ARMA(4,3)+sGARCH(1,2) snorm"
"1578",4,3,1,3,-9.44469740561791,-9.38483177346395,"sGARCH","snorm","ARMA(4,3)+sGARCH(1,3) snorm"
"1579",4,3,1,4,-9.45174499393095,-9.38760324519455,"sGARCH","snorm","ARMA(4,3)+sGARCH(1,4) snorm"
"1580",4,3,1,5,-9.44938660582252,-9.3809687405037,"sGARCH","snorm","ARMA(4,3)+sGARCH(1,5) snorm"
"1581",4,3,2,1,-9.43156544036568,-9.37597592479413,"sGARCH","snorm","ARMA(4,3)+sGARCH(2,1) snorm"
"1582",4,3,2,2,-9.44455812084514,-9.38469248869117,"sGARCH","snorm","ARMA(4,3)+sGARCH(2,2) snorm"
"1583",4,3,2,3,-9.44321773016011,-9.37907598142372,"sGARCH","snorm","ARMA(4,3)+sGARCH(2,3) snorm"
"1584",4,3,2,4,-9.45961887941974,-9.39120101410091,"sGARCH","snorm","ARMA(4,3)+sGARCH(2,4) snorm"
"1585",4,3,2,5,-9.44770498233496,-9.37501100043371,"sGARCH","snorm","ARMA(4,3)+sGARCH(2,5) snorm"
"1586",4,3,3,1,-9.42988780472082,-9.37002217256685,"sGARCH","snorm","ARMA(4,3)+sGARCH(3,1) snorm"
"1587",4,3,3,2,-9.44287106025703,-9.37872931152064,"sGARCH","snorm","ARMA(4,3)+sGARCH(3,2) snorm"
"1588",4,3,3,3,-9.44154283220835,-9.37312496688953,"sGARCH","snorm","ARMA(4,3)+sGARCH(3,3) snorm"
"1589",4,3,3,4,-9.44643765415517,-9.37374367225392,"sGARCH","snorm","ARMA(4,3)+sGARCH(3,4) snorm"
"1590",4,3,3,5,-9.44926446616226,-9.37229436767858,"sGARCH","snorm","ARMA(4,3)+sGARCH(3,5) snorm"
"1591",4,3,4,1,-9.42330662197943,-9.35916487324303,"sGARCH","snorm","ARMA(4,3)+sGARCH(4,1) snorm"
"1592",4,3,4,2,-9.44119075576891,-9.37277289045009,"sGARCH","snorm","ARMA(4,3)+sGARCH(4,2) snorm"
"1593",4,3,4,3,-9.43986302994041,-9.36716904803916,"sGARCH","snorm","ARMA(4,3)+sGARCH(4,3) snorm"
"1594",4,3,4,4,-9.44248606195869,-9.36551596347501,"sGARCH","snorm","ARMA(4,3)+sGARCH(4,4) snorm"
"1595",4,3,4,5,-9.44758961896922,-9.36634340390311,"sGARCH","snorm","ARMA(4,3)+sGARCH(4,5) snorm"
"1596",4,3,5,1,-9.42956212274127,-9.36114425742245,"sGARCH","snorm","ARMA(4,3)+sGARCH(5,1) snorm"
"1597",4,3,5,2,-9.44085725156097,-9.36816326965972,"sGARCH","snorm","ARMA(4,3)+sGARCH(5,2) snorm"
"1598",4,3,5,3,-9.4412218244328,-9.36425172594912,"sGARCH","snorm","ARMA(4,3)+sGARCH(5,3) snorm"
"1599",4,3,5,4,-9.44189818500595,-9.36065196993985,"sGARCH","snorm","ARMA(4,3)+sGARCH(5,4) snorm"
"1600",4,3,5,5,-9.44783175082653,-9.362309419178,"sGARCH","snorm","ARMA(4,3)+sGARCH(5,5) snorm"
"1601",4,4,1,1,NA,NA,"sGARCH","snorm","ARMA(4,4)+sGARCH(1,1) snorm"
"1602",4,4,1,2,NA,NA,"sGARCH","snorm","ARMA(4,4)+sGARCH(1,2) snorm"
"1603",4,4,1,3,-9.44210905310445,-9.37796730436805,"sGARCH","snorm","ARMA(4,4)+sGARCH(1,3) snorm"
"1604",4,4,1,4,-9.45066826891277,-9.38225040359394,"sGARCH","snorm","ARMA(4,4)+sGARCH(1,4) snorm"
"1605",4,4,1,5,-9.45215207059039,-9.37945808868914,"sGARCH","snorm","ARMA(4,4)+sGARCH(1,5) snorm"
"1606",4,4,2,1,-9.42672201808053,-9.36685638592657,"sGARCH","snorm","ARMA(4,4)+sGARCH(2,1) snorm"
"1607",4,4,2,2,-9.44360839947563,-9.37946665073924,"sGARCH","snorm","ARMA(4,4)+sGARCH(2,2) snorm"
"1608",4,4,2,3,-9.44269295545165,-9.37427509013283,"sGARCH","snorm","ARMA(4,4)+sGARCH(2,3) snorm"
"1609",4,4,2,4,-9.44689577127497,-9.37420178937373,"sGARCH","snorm","ARMA(4,4)+sGARCH(2,4) snorm"
"1610",4,4,2,5,-9.44767261034332,-9.37070251185965,"sGARCH","snorm","ARMA(4,4)+sGARCH(2,5) snorm"
"1611",4,4,3,1,-9.42604483633047,-9.36190308759407,"sGARCH","snorm","ARMA(4,4)+sGARCH(3,1) snorm"
"1612",4,4,3,2,-9.44480603733643,-9.3763881720176,"sGARCH","snorm","ARMA(4,4)+sGARCH(3,2) snorm"
"1613",4,4,3,3,-9.44340814098812,-9.37071415908687,"sGARCH","snorm","ARMA(4,4)+sGARCH(3,3) snorm"
"1614",4,4,3,4,-9.44475242212716,-9.36778232364349,"sGARCH","snorm","ARMA(4,4)+sGARCH(3,4) snorm"
"1615",4,4,3,5,-9.44670114330263,-9.36545492823652,"sGARCH","snorm","ARMA(4,4)+sGARCH(3,5) snorm"
"1616",4,4,4,1,-9.42431544327265,-9.35589757795383,"sGARCH","snorm","ARMA(4,4)+sGARCH(4,1) snorm"
"1617",4,4,4,2,-9.44257935003467,-9.36988536813342,"sGARCH","snorm","ARMA(4,4)+sGARCH(4,2) snorm"
"1618",4,4,4,3,-9.44173257127692,-9.36476247279325,"sGARCH","snorm","ARMA(4,4)+sGARCH(4,3) snorm"
"1619",4,4,4,4,-9.44560902375491,-9.36436280868881,"sGARCH","snorm","ARMA(4,4)+sGARCH(4,4) snorm"
"1620",4,4,4,5,-9.45005869279014,-9.36453636114161,"sGARCH","snorm","ARMA(4,4)+sGARCH(4,5) snorm"
"1621",4,4,5,1,-9.43076865381522,-9.35807467191398,"sGARCH","snorm","ARMA(4,4)+sGARCH(5,1) snorm"
"1622",4,4,5,2,-9.43971681910968,-9.362746720626,"sGARCH","snorm","ARMA(4,4)+sGARCH(5,2) snorm"
"1623",4,4,5,3,-9.43626892593173,-9.35502271086563,"sGARCH","snorm","ARMA(4,4)+sGARCH(5,3) snorm"
"1624",4,4,5,4,-9.44519170892274,-9.35966937727421,"sGARCH","snorm","ARMA(4,4)+sGARCH(5,4) snorm"
"1625",4,4,5,5,-9.44441058684364,-9.35461213861268,"sGARCH","snorm","ARMA(4,4)+sGARCH(5,5) snorm"
"1626",4,5,1,1,-9.42184546812853,-9.36197983597456,"sGARCH","snorm","ARMA(4,5)+sGARCH(1,1) snorm"
"1627",4,5,1,2,NA,NA,"sGARCH","snorm","ARMA(4,5)+sGARCH(1,2) snorm"
"1628",4,5,1,3,-9.44394955117064,-9.37553168585182,"sGARCH","snorm","ARMA(4,5)+sGARCH(1,3) snorm"
"1629",4,5,1,4,-9.45064962694893,-9.37795564504768,"sGARCH","snorm","ARMA(4,5)+sGARCH(1,4) snorm"
"1630",4,5,1,5,-9.45086586134922,-9.37389576286554,"sGARCH","snorm","ARMA(4,5)+sGARCH(1,5) snorm"
"1631",4,5,2,1,-9.42176526643454,-9.35762351769814,"sGARCH","snorm","ARMA(4,5)+sGARCH(2,1) snorm"
"1632",4,5,2,2,-9.44422847215566,-9.37581060683684,"sGARCH","snorm","ARMA(4,5)+sGARCH(2,2) snorm"
"1633",4,5,2,3,-9.44360372074924,-9.37090973884799,"sGARCH","snorm","ARMA(4,5)+sGARCH(2,3) snorm"
"1634",4,5,2,4,-9.44970383052833,-9.37273373204466,"sGARCH","snorm","ARMA(4,5)+sGARCH(2,4) snorm"
"1635",4,5,2,5,-9.44602250506846,-9.36477629000236,"sGARCH","snorm","ARMA(4,5)+sGARCH(2,5) snorm"
"1636",4,5,3,1,-9.4201576361812,-9.35173977086238,"sGARCH","snorm","ARMA(4,5)+sGARCH(3,1) snorm"
"1637",4,5,3,2,-9.44245950208533,-9.36976552018409,"sGARCH","snorm","ARMA(4,5)+sGARCH(3,2) snorm"
"1638",4,5,3,3,-9.44361470175955,-9.36664460327588,"sGARCH","snorm","ARMA(4,5)+sGARCH(3,3) snorm"
"1639",4,5,3,4,-9.44206106414407,-9.36081484907797,"sGARCH","snorm","ARMA(4,5)+sGARCH(3,4) snorm"
"1640",4,5,3,5,-9.4500209492658,-9.36449861761727,"sGARCH","snorm","ARMA(4,5)+sGARCH(3,5) snorm"
"1641",4,5,4,1,-9.42663686448409,-9.35394288258284,"sGARCH","snorm","ARMA(4,5)+sGARCH(4,1) snorm"
"1642",4,5,4,2,-9.44316856686098,-9.36619846837731,"sGARCH","snorm","ARMA(4,5)+sGARCH(4,2) snorm"
"1643",4,5,4,3,-9.43952630215288,-9.35828008708677,"sGARCH","snorm","ARMA(4,5)+sGARCH(4,3) snorm"
"1644",4,5,4,4,-9.44899489181584,-9.36347256016731,"sGARCH","snorm","ARMA(4,5)+sGARCH(4,4) snorm"
"1645",4,5,4,5,-9.4569487857581,-9.36715033752714,"sGARCH","snorm","ARMA(4,5)+sGARCH(4,5) snorm"
"1646",4,5,5,1,-9.42951471336654,-9.35254461488286,"sGARCH","snorm","ARMA(4,5)+sGARCH(5,1) snorm"
"1647",4,5,5,2,-9.44141589100847,-9.36016967594237,"sGARCH","snorm","ARMA(4,5)+sGARCH(5,2) snorm"
"1648",4,5,5,3,-9.44324225780768,-9.35771992615915,"sGARCH","snorm","ARMA(4,5)+sGARCH(5,3) snorm"
"1649",4,5,5,4,-9.44939113549691,-9.35959268726595,"sGARCH","snorm","ARMA(4,5)+sGARCH(5,4) snorm"
"1650",4,5,5,5,-9.44641853054315,-9.35234396572976,"sGARCH","snorm","ARMA(4,5)+sGARCH(5,5) snorm"
"1651",5,0,1,1,-9.43099800997806,-9.3882368441538,"sGARCH","snorm","ARMA(5,0)+sGARCH(1,1) snorm"
"1652",5,0,1,2,-9.44833799392236,-9.40130071151567,"sGARCH","snorm","ARMA(5,0)+sGARCH(1,2) snorm"
"1653",5,0,1,3,-9.44694221266542,-9.3956288136763,"sGARCH","snorm","ARMA(5,0)+sGARCH(1,3) snorm"
"1654",5,0,1,4,-9.45181173272075,-9.39622221714921,"sGARCH","snorm","ARMA(5,0)+sGARCH(1,4) snorm"
"1655",5,0,1,5,-9.451949372609,-9.39208374045503,"sGARCH","snorm","ARMA(5,0)+sGARCH(1,5) snorm"
"1656",5,0,2,1,-9.42904901335793,-9.38201173095124,"sGARCH","snorm","ARMA(5,0)+sGARCH(2,1) snorm"
"1657",5,0,2,2,-9.44664768614197,-9.39533428715286,"sGARCH","snorm","ARMA(5,0)+sGARCH(2,2) snorm"
"1658",5,0,2,3,-9.44526977154176,-9.38968025597021,"sGARCH","snorm","ARMA(5,0)+sGARCH(2,3) snorm"
"1659",5,0,2,4,-9.45012811425369,-9.39026248209972,"sGARCH","snorm","ARMA(5,0)+sGARCH(2,4) snorm"
"1660",5,0,2,5,-9.45026589741626,-9.38612414867986,"sGARCH","snorm","ARMA(5,0)+sGARCH(2,5) snorm"
"1661",5,0,3,1,-9.4273686500002,-9.37605525101108,"sGARCH","snorm","ARMA(5,0)+sGARCH(3,1) snorm"
"1662",5,0,3,2,-9.44496415968925,-9.38937464411771,"sGARCH","snorm","ARMA(5,0)+sGARCH(3,2) snorm"
"1663",5,0,3,3,-9.44359106612142,-9.38372543396746,"sGARCH","snorm","ARMA(5,0)+sGARCH(3,3) snorm"
"1664",5,0,3,4,-9.44843602355459,-9.38429427481819,"sGARCH","snorm","ARMA(5,0)+sGARCH(3,4) snorm"
"1665",5,0,3,5,-9.4519730276254,-9.38355516230658,"sGARCH","snorm","ARMA(5,0)+sGARCH(3,5) snorm"
"1666",5,0,4,1,-9.42497817039756,-9.36938865482602,"sGARCH","snorm","ARMA(5,0)+sGARCH(4,1) snorm"
"1667",5,0,4,2,-9.44328077559287,-9.3834151434389,"sGARCH","snorm","ARMA(5,0)+sGARCH(4,2) snorm"
"1668",5,0,4,3,-9.44190010350999,-9.37775835477359,"sGARCH","snorm","ARMA(5,0)+sGARCH(4,3) snorm"
"1669",5,0,4,4,-9.4467640718785,-9.37834620655968,"sGARCH","snorm","ARMA(5,0)+sGARCH(4,4) snorm"
"1670",5,0,4,5,-9.45029456112385,-9.3776005792226,"sGARCH","snorm","ARMA(5,0)+sGARCH(4,5) snorm"
"1671",5,0,5,1,-9.43026408990979,-9.37039845775582,"sGARCH","snorm","ARMA(5,0)+sGARCH(5,1) snorm"
"1672",5,0,5,2,-9.4428293252978,-9.37868757656141,"sGARCH","snorm","ARMA(5,0)+sGARCH(5,2) snorm"
"1673",5,0,5,3,-9.44127460441263,-9.37285673909381,"sGARCH","snorm","ARMA(5,0)+sGARCH(5,3) snorm"
"1674",5,0,5,4,-9.44584131268265,-9.37314733078141,"sGARCH","snorm","ARMA(5,0)+sGARCH(5,4) snorm"
"1675",5,0,5,5,-9.45121740129137,-9.3742473028077,"sGARCH","snorm","ARMA(5,0)+sGARCH(5,5) snorm"
"1676",5,1,1,1,-9.42919143084578,-9.38215414843909,"sGARCH","snorm","ARMA(5,1)+sGARCH(1,1) snorm"
"1677",5,1,1,2,-9.44762005361259,-9.39630665462347,"sGARCH","snorm","ARMA(5,1)+sGARCH(1,2) snorm"
"1678",5,1,1,3,-9.4462983992938,-9.39070888372225,"sGARCH","snorm","ARMA(5,1)+sGARCH(1,3) snorm"
"1679",5,1,1,4,-9.45023238645028,-9.39036675429631,"sGARCH","snorm","ARMA(5,1)+sGARCH(1,4) snorm"
"1680",5,1,1,5,-9.45014865204608,-9.38600690330968,"sGARCH","snorm","ARMA(5,1)+sGARCH(1,5) snorm"
"1681",5,1,2,1,-9.42899996154656,-9.37768656255745,"sGARCH","snorm","ARMA(5,1)+sGARCH(2,1) snorm"
"1682",5,1,2,2,-9.44590560207198,-9.39031608650044,"sGARCH","snorm","ARMA(5,1)+sGARCH(2,2) snorm"
"1683",5,1,2,3,-9.44464145519455,-9.38477582304058,"sGARCH","snorm","ARMA(5,1)+sGARCH(2,3) snorm"
"1684",5,1,2,4,-9.44854160292782,-9.38439985419143,"sGARCH","snorm","ARMA(5,1)+sGARCH(2,4) snorm"
"1685",5,1,2,5,-9.44846574761369,-9.38004788229487,"sGARCH","snorm","ARMA(5,1)+sGARCH(2,5) snorm"
"1686",5,1,3,1,-9.42737669042533,-9.37178717485379,"sGARCH","snorm","ARMA(5,1)+sGARCH(3,1) snorm"
"1687",5,1,3,2,-9.44422240722133,-9.38435677506737,"sGARCH","snorm","ARMA(5,1)+sGARCH(3,2) snorm"
"1688",5,1,3,3,-9.44293692091176,-9.37879517217537,"sGARCH","snorm","ARMA(5,1)+sGARCH(3,3) snorm"
"1689",5,1,3,4,-9.44686359398092,-9.3784457286621,"sGARCH","snorm","ARMA(5,1)+sGARCH(3,4) snorm"
"1690",5,1,3,5,-9.4503721662317,-9.37767818433045,"sGARCH","snorm","ARMA(5,1)+sGARCH(3,5) snorm"
"1691",5,1,4,1,-9.42581211591721,-9.36594648376324,"sGARCH","snorm","ARMA(5,1)+sGARCH(4,1) snorm"
"1692",5,1,4,2,-9.44253882091216,-9.37839707217576,"sGARCH","snorm","ARMA(5,1)+sGARCH(4,2) snorm"
"1693",5,1,4,3,-9.44125335931744,-9.37283549399862,"sGARCH","snorm","ARMA(5,1)+sGARCH(4,3) snorm"
"1694",5,1,4,4,-9.4451802108873,-9.37248622898606,"sGARCH","snorm","ARMA(5,1)+sGARCH(4,4) snorm"
"1695",5,1,4,5,-9.44869121371913,-9.37172111523546,"sGARCH","snorm","ARMA(5,1)+sGARCH(4,5) snorm"
"1696",5,1,5,1,-9.43139585219998,-9.36725410346359,"sGARCH","snorm","ARMA(5,1)+sGARCH(5,1) snorm"
"1697",5,1,5,2,-9.44286359572378,-9.37444573040496,"sGARCH","snorm","ARMA(5,1)+sGARCH(5,2) snorm"
"1698",5,1,5,3,-9.44136115537759,-9.36866717347634,"sGARCH","snorm","ARMA(5,1)+sGARCH(5,3) snorm"
"1699",5,1,5,4,-9.44464770513874,-9.36767760665506,"sGARCH","snorm","ARMA(5,1)+sGARCH(5,4) snorm"
"1700",5,1,5,5,-9.44964384204434,-9.36839762697823,"sGARCH","snorm","ARMA(5,1)+sGARCH(5,5) snorm"
"1701",5,2,1,1,NA,NA,"sGARCH","snorm","ARMA(5,2)+sGARCH(1,1) snorm"
"1702",5,2,1,2,NA,NA,"sGARCH","snorm","ARMA(5,2)+sGARCH(1,2) snorm"
"1703",5,2,1,3,-9.44465823248751,-9.38479260033354,"sGARCH","snorm","ARMA(5,2)+sGARCH(1,3) snorm"
"1704",5,2,1,4,-9.4531337169333,-9.38899196819691,"sGARCH","snorm","ARMA(5,2)+sGARCH(1,4) snorm"
"1705",5,2,1,5,-9.44935021674777,-9.38093235142894,"sGARCH","snorm","ARMA(5,2)+sGARCH(1,5) snorm"
"1706",5,2,2,1,-9.42769181597716,-9.37210230040562,"sGARCH","snorm","ARMA(5,2)+sGARCH(2,1) snorm"
"1707",5,2,2,2,-9.44430256668309,-9.38443693452912,"sGARCH","snorm","ARMA(5,2)+sGARCH(2,2) snorm"
"1708",5,2,2,3,-9.44300256423841,-9.37886081550202,"sGARCH","snorm","ARMA(5,2)+sGARCH(2,3) snorm"
"1709",5,2,2,4,-9.44910489442689,-9.38068702910807,"sGARCH","snorm","ARMA(5,2)+sGARCH(2,4) snorm"
"1710",5,2,2,5,-9.44766484597135,-9.3749708640701,"sGARCH","snorm","ARMA(5,2)+sGARCH(2,5) snorm"
"1711",5,2,3,1,-9.42582020478531,-9.36595457263134,"sGARCH","snorm","ARMA(5,2)+sGARCH(3,1) snorm"
"1712",5,2,3,2,-9.4419824503508,-9.3778407016144,"sGARCH","snorm","ARMA(5,2)+sGARCH(3,2) snorm"
"1713",5,2,3,3,-9.44028252166295,-9.37186465634413,"sGARCH","snorm","ARMA(5,2)+sGARCH(3,3) snorm"
"1714",5,2,3,4,-9.44913381560106,-9.37643983369981,"sGARCH","snorm","ARMA(5,2)+sGARCH(3,4) snorm"
"1715",5,2,3,5,-9.44908164918813,-9.37211155070446,"sGARCH","snorm","ARMA(5,2)+sGARCH(3,5) snorm"
"1716",5,2,4,1,-9.42422503834868,-9.36008328961229,"sGARCH","snorm","ARMA(5,2)+sGARCH(4,1) snorm"
"1717",5,2,4,2,-9.44090559152269,-9.37248772620387,"sGARCH","snorm","ARMA(5,2)+sGARCH(4,2) snorm"
"1718",5,2,4,3,-9.43960874527959,-9.36691476337834,"sGARCH","snorm","ARMA(5,2)+sGARCH(4,3) snorm"
"1719",5,2,4,4,-9.44407677252929,-9.36710667404561,"sGARCH","snorm","ARMA(5,2)+sGARCH(4,4) snorm"
"1720",5,2,4,5,-9.44780012378029,-9.36655390871419,"sGARCH","snorm","ARMA(5,2)+sGARCH(4,5) snorm"
"1721",5,2,5,1,-9.42990910859339,-9.36149124327457,"sGARCH","snorm","ARMA(5,2)+sGARCH(5,1) snorm"
"1722",5,2,5,2,-9.44117873303459,-9.36848475113334,"sGARCH","snorm","ARMA(5,2)+sGARCH(5,2) snorm"
"1723",5,2,5,3,-9.43968490545161,-9.36271480696794,"sGARCH","snorm","ARMA(5,2)+sGARCH(5,3) snorm"
"1724",5,2,5,4,-9.44331840872512,-9.36207219365902,"sGARCH","snorm","ARMA(5,2)+sGARCH(5,4) snorm"
"1725",5,2,5,5,-9.44864696391557,-9.36312463226704,"sGARCH","snorm","ARMA(5,2)+sGARCH(5,5) snorm"
"1726",5,3,1,1,-9.42273103198831,-9.36714151641676,"sGARCH","snorm","ARMA(5,3)+sGARCH(1,1) snorm"
"1727",5,3,1,2,-9.44377871912177,-9.3839130869678,"sGARCH","snorm","ARMA(5,3)+sGARCH(1,2) snorm"
"1728",5,3,1,3,-9.44310900970538,-9.37896726096899,"sGARCH","snorm","ARMA(5,3)+sGARCH(1,3) snorm"
"1729",5,3,1,4,-9.44939715845696,-9.38097929313814,"sGARCH","snorm","ARMA(5,3)+sGARCH(1,4) snorm"
"1730",5,3,1,5,-9.4480094671239,-9.37531548522265,"sGARCH","snorm","ARMA(5,3)+sGARCH(1,5) snorm"
"1731",5,3,2,1,-9.42604642578845,-9.36618079363448,"sGARCH","snorm","ARMA(5,3)+sGARCH(2,1) snorm"
"1732",5,3,2,2,-9.44274758781355,-9.37860583907716,"sGARCH","snorm","ARMA(5,3)+sGARCH(2,2) snorm"
"1733",5,3,2,3,-9.45575136260436,-9.38733349728554,"sGARCH","snorm","ARMA(5,3)+sGARCH(2,3) snorm"
"1734",5,3,2,4,-9.44607270219339,-9.37337872029214,"sGARCH","snorm","ARMA(5,3)+sGARCH(2,4) snorm"
"1735",5,3,2,5,-9.44607474654308,-9.36910464805941,"sGARCH","snorm","ARMA(5,3)+sGARCH(2,5) snorm"
"1736",5,3,3,1,-9.42645063166701,-9.36230888293061,"sGARCH","snorm","ARMA(5,3)+sGARCH(3,1) snorm"
"1737",5,3,3,2,-9.44105439960608,-9.37263653428726,"sGARCH","snorm","ARMA(5,3)+sGARCH(3,2) snorm"
"1738",5,3,3,3,-9.43973169170118,-9.36703770979993,"sGARCH","snorm","ARMA(5,3)+sGARCH(3,3) snorm"
"1739",5,3,3,4,-9.46553254693858,-9.38856244845491,"sGARCH","snorm","ARMA(5,3)+sGARCH(3,4) snorm"
"1740",5,3,3,5,-9.44772147338026,-9.36647525831415,"sGARCH","snorm","ARMA(5,3)+sGARCH(3,5) snorm"
"1741",5,3,4,1,-9.42221444976725,-9.35379658444843,"sGARCH","snorm","ARMA(5,3)+sGARCH(4,1) snorm"
"1742",5,3,4,2,-9.46268943749885,-9.3899954555976,"sGARCH","snorm","ARMA(5,3)+sGARCH(4,2) snorm"
"1743",5,3,4,3,-9.43803992870964,-9.36106983022596,"sGARCH","snorm","ARMA(5,3)+sGARCH(4,3) snorm"
"1744",5,3,4,4,-9.44243246635698,-9.36118625129087,"sGARCH","snorm","ARMA(5,3)+sGARCH(4,4) snorm"
"1745",5,3,4,5,-9.44438168309002,-9.35885935144149,"sGARCH","snorm","ARMA(5,3)+sGARCH(4,5) snorm"
"1746",5,3,5,1,-9.4410959220834,-9.36840194018216,"sGARCH","snorm","ARMA(5,3)+sGARCH(5,1) snorm"
"1747",5,3,5,2,-9.4439159432504,-9.36694584476673,"sGARCH","snorm","ARMA(5,3)+sGARCH(5,2) snorm"
"1748",5,3,5,3,-9.43845849644581,-9.35721228137971,"sGARCH","snorm","ARMA(5,3)+sGARCH(5,3) snorm"
"1749",5,3,5,4,-9.44193590445034,-9.35641357280181,"sGARCH","snorm","ARMA(5,3)+sGARCH(5,4) snorm"
"1750",5,3,5,5,-9.44964603787671,-9.35984758964576,"sGARCH","snorm","ARMA(5,3)+sGARCH(5,5) snorm"
"1751",5,4,1,1,-9.42259011417599,-9.36272448202202,"sGARCH","snorm","ARMA(5,4)+sGARCH(1,1) snorm"
"1752",5,4,1,2,-9.44614181567973,-9.38200006694333,"sGARCH","snorm","ARMA(5,4)+sGARCH(1,2) snorm"
"1753",5,4,1,3,-9.44234177893271,-9.37392391361389,"sGARCH","snorm","ARMA(5,4)+sGARCH(1,3) snorm"
"1754",5,4,1,4,-9.45756500150467,-9.38487101960342,"sGARCH","snorm","ARMA(5,4)+sGARCH(1,4) snorm"
"1755",5,4,1,5,-9.4509839903645,-9.37401389188082,"sGARCH","snorm","ARMA(5,4)+sGARCH(1,5) snorm"
"1756",5,4,2,1,-9.4301758492681,-9.36603410053171,"sGARCH","snorm","ARMA(5,4)+sGARCH(2,1) snorm"
"1757",5,4,2,2,-9.44514213785374,-9.37672427253492,"sGARCH","snorm","ARMA(5,4)+sGARCH(2,2) snorm"
"1758",5,4,2,3,-9.45288681276465,-9.3801928308634,"sGARCH","snorm","ARMA(5,4)+sGARCH(2,3) snorm"
"1759",5,4,2,4,-9.45669924995055,-9.37972915146687,"sGARCH","snorm","ARMA(5,4)+sGARCH(2,4) snorm"
"1760",5,4,2,5,-9.44803135656229,-9.36678514149618,"sGARCH","snorm","ARMA(5,4)+sGARCH(2,5) snorm"
"1761",5,4,3,1,-9.42728497474689,-9.35886710942807,"sGARCH","snorm","ARMA(5,4)+sGARCH(3,1) snorm"
"1762",5,4,3,2,-9.43953512799358,-9.36684114609234,"sGARCH","snorm","ARMA(5,4)+sGARCH(3,2) snorm"
"1763",5,4,3,3,-9.4413396214372,-9.36436952295353,"sGARCH","snorm","ARMA(5,4)+sGARCH(3,3) snorm"
